id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_long_all,traders_prod_merc_short_all,traders_swap_long_all,traders_swap_short_all,traders_swap_spread_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_long_old,traders_prod_merc_short_old,traders_swap_long_old,traders_swap_short_old,traders_swap_spread_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
251014088691F,GOLD - COMMODITY EXCHANGE INC.,2025-10-14T00:00:00.000,2025 Report Week 41,GOLD,088691,CMX ,NYC,088 ,GOLD,485788,14094,75551,51318,226728,26615,152187,43877,31615,126218,30612,24482,426529,459480,59259,26308,485788,14094,75551,51318,226728,26615,152187,43877,31615,126218,30612,24482,426529,459480,59259,26308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1925,-1970,5760,-17250,6743,-18400,3049,789,-3993,2598,4720,-2456,-1321,2685,1550,100.0,2.9,15.6,10.6,46.7,5.5,31.3,9.0,6.5,26.0,6.3,5.0,87.8,94.6,12.2,5.4,100.0,2.9,15.6,10.6,46.7,5.5,31.3,9.0,6.5,26.0,6.3,5.0,87.8,94.6,12.2,5.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,13,17,18,25,29,95,26,40,108,37,34,278,167,335,13,17,18,25,29,95,26,40,108,37,34,278,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,30.5,27.0,46.1,15.1,29.1,24.9,43.9,15.8,30.5,27.0,46.1,15.1,29.1,24.9,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
251007088691F,GOLD - COMMODITY EXCHANGE INC.,2025-10-07T00:00:00.000,2025 Report Week 40,GOLD,088691,CMX ,NYC,088 ,GOLD,485559,12169,77521,45558,243978,19872,170587,40828,30826,130211,28014,19762,428985,460801,56574,24758,485559,12169,77521,45558,243978,19872,170587,40828,30826,130211,28014,19762,428985,460801,56574,24758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8189,1737,1692,4520,-19899,2470,-13612,1856,-268,-4394,1090,2308,-7239,-10751,-950,2562,100.0,2.5,16.0,9.4,50.2,4.1,35.1,8.4,6.3,26.8,5.8,4.1,88.3,94.9,11.7,5.1,100.0,2.5,16.0,9.4,50.2,4.1,35.1,8.4,6.3,26.8,5.8,4.1,88.3,94.9,11.7,5.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,13,15,18,28,27,103,25,38,108,44,31,286,168,353,13,15,18,28,27,103,25,38,108,44,31,286,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,32.1,26.9,47.9,14.7,31.0,25.0,46.4,15.3,32.1,26.9,47.9,14.7,31.0,25.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250930088691F,GOLD - COMMODITY EXCHANGE INC.,2025-09-30T00:00:00.000,2025 Report Week 39,GOLD,088691,CMX ,NYC,088 ,GOLD,493748,10432,75829,41038,263877,17402,184199,38972,31094,134605,26924,17454,436224,471552,57524,22196,493748,10432,75829,41038,263877,17402,184199,38972,31094,134605,26924,17454,436224,471552,57524,22196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35041,-1419,-3174,-8580,-16992,-4100,-14627,695,-1422,623,-858,-5357,-34882,-31208,-159,-3833,100.0,2.1,15.4,8.3,53.4,3.5,37.3,7.9,6.3,27.3,5.5,3.5,88.3,95.5,11.7,4.5,100.0,2.1,15.4,8.3,53.4,3.5,37.3,7.9,6.3,27.3,5.5,3.5,88.3,95.5,11.7,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,14,18,17,28,26,108,23,39,104,43,35,288,171,351,14,18,17,28,26,108,23,39,104,43,35,288,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,32.8,26.7,50.1,14.8,31.6,25.3,48.7,15.0,32.8,26.7,50.1,14.8,31.6,25.3,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250923088691F,GOLD - COMMODITY EXCHANGE INC.,2025-09-23T00:00:00.000,2025 Report Week 38,GOLD,088691,CMX ,NYC,088 ,GOLD,528789,11851,79003,49618,280869,21502,198826,38277,32516,133982,27782,22811,471106,502760,57683,26029,528789,11851,79003,49618,280869,21502,198826,38277,32516,133982,27782,22811,471106,502760,57683,26029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12568,859,2627,3153,-2583,1092,3479,1901,1369,2551,3790,3254,15757,11450,-3189,1118,100.0,2.2,14.9,9.4,53.1,4.1,37.6,7.2,6.1,25.3,5.3,4.3,89.1,95.1,10.9,4.9,100.0,2.2,14.9,9.4,53.1,4.1,37.6,7.2,6.1,25.3,5.3,4.3,89.1,95.1,10.9,4.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,15,21,18,28,29,112,23,46,101,47,41,300,186,359,15,21,18,28,29,112,23,46,101,47,41,300,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,30.1,26.8,48.6,15.2,29.2,25.1,47.4,16.0,30.1,26.8,48.6,15.2,29.2,25.1,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250916088691F,GOLD - COMMODITY EXCHANGE INC.,2025-09-16T00:00:00.000,2025 Report Week 37,GOLD,088691,CMX ,NYC,088 ,GOLD,516221,10992,76376,46465,283452,20410,195347,36376,31147,131431,23992,19557,455349,491310,60872,24911,516221,10992,76376,46465,283452,20410,195347,36376,31147,131431,23992,19557,455349,491310,60872,24911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6596,1128,3958,-1822,24344,4711,-3560,988,1617,5463,-3755,-2823,4714,29040,1882,-22444,100.0,2.1,14.8,9.0,54.9,4.0,37.8,7.0,6.0,25.5,4.6,3.8,88.2,95.2,11.8,4.8,100.0,2.1,14.8,9.0,54.9,4.0,37.8,7.0,6.0,25.5,4.6,3.8,88.2,95.2,11.8,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,15,21,16,28,29,106,21,48,105,42,41,297,180,350,15,21,16,28,29,106,21,48,105,42,41,297,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,30.6,26.6,49.9,15.6,29.6,25.0,48.6,16.2,30.6,26.6,49.9,15.6,29.6,25.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250909088691F,GOLD - COMMODITY EXCHANGE INC.,2025-09-09T00:00:00.000,2025 Report Week 36,GOLD,088691,CMX ,NYC,088 ,GOLD,509625,9864,72418,48287,259108,15699,198907,35388,29530,125968,27747,22380,450635,462270,58990,47355,509625,9864,72418,48287,259108,15699,198907,35388,29530,125968,27747,22380,450635,462270,58990,47355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16717,1655,8907,719,-7056,-2443,2780,763,-206,6299,-3894,5558,14362,1629,2355,15088,100.0,1.9,14.2,9.5,50.8,3.1,39.0,6.9,5.8,24.7,5.4,4.4,88.4,90.7,11.6,9.3,100.0,1.9,14.2,9.5,50.8,3.1,39.0,6.9,5.8,24.7,5.4,4.4,88.4,90.7,11.6,9.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,13,20,18,27,29,106,21,43,105,43,38,292,175,348,13,20,18,27,29,106,21,43,105,43,38,292,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,29.1,27.2,46.8,16.2,28.3,25.8,45.5,16.6,29.1,27.2,46.8,16.2,28.3,25.8,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250902088691F,GOLD - COMMODITY EXCHANGE INC.,2025-09-02T00:00:00.000,2025 Report Week 35,GOLD,088691,CMX ,NYC,088 ,GOLD,492908,8209,63511,47568,266164,18142,196127,34625,29736,119669,31641,16822,436273,460641,56635,32267,492908,8209,63511,47568,266164,18142,196127,34625,29736,119669,31641,16822,436273,460641,56635,32267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49148,-1411,11563,1946,11905,476,20633,1048,982,19396,3762,7203,49225,36939,-77,12209,100.0,1.7,12.9,9.7,54.0,3.7,39.8,7.0,6.0,24.3,6.4,3.4,88.5,93.5,11.5,6.5,100.0,1.7,12.9,9.7,54.0,3.7,39.8,7.0,6.0,24.3,6.4,3.4,88.5,93.5,11.5,6.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,13,20,20,29,33,117,24,42,95,49,39,293,189,360,13,20,20,29,33,117,24,42,95,49,39,293,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,28.4,27.7,47.1,17.0,27.7,26.2,46.1,17.1,28.4,27.7,47.1,17.0,27.7,26.2,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250826088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-26T00:00:00.000,2025 Report Week 34,GOLD,088691,CMX ,NYC,088 ,GOLD,443760,9620,51948,45622,254259,17666,175494,33577,28754,100273,27879,9619,387048,423702,56712,20058,443760,9620,51948,45622,254259,17666,175494,33577,28754,100273,27879,9619,387048,423702,56712,20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5219,231,2554,6015,4692,-8,2106,-2426,-24,-1616,1195,-2099,4605,3884,614,1335,100.0,2.2,11.7,10.3,57.3,4.0,39.5,7.6,6.5,22.6,6.3,2.2,87.2,95.5,12.8,4.5,100.0,2.2,11.7,10.3,57.3,4.0,39.5,7.6,6.5,22.6,6.3,2.2,87.2,95.5,12.8,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,16,14,21,26,32,112,20,43,75,38,32,273,158,316,16,14,21,26,32,112,20,43,75,38,32,273,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,29.9,30.5,49.7,19.1,29.1,28.7,48.3,19.4,29.9,30.5,49.7,19.1,29.1,28.7,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250819088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-19T00:00:00.000,2025 Report Week 33,GOLD,088691,CMX ,NYC,088 ,GOLD,438541,9389,49394,39607,249567,17674,173388,36003,28778,101889,26684,11718,382443,419818,56098,18723,438541,9389,49394,39607,249567,17674,173388,36003,28778,101889,26684,11718,382443,419818,56098,18723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7611,65,320,3656,-9699,-478,-8949,1953,24,-3889,2104,-482,-10053,-6258,2442,-1353,100.0,2.1,11.3,9.0,56.9,4.0,39.5,8.2,6.6,23.2,6.1,2.7,87.2,95.7,12.8,4.3,100.0,2.1,11.3,9.0,56.9,4.0,39.5,8.2,6.6,23.2,6.1,2.7,87.2,95.7,12.8,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,14,13,18,26,31,106,25,48,87,35,35,275,164,318,14,13,18,26,31,106,25,48,87,35,35,275,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,30.9,31.7,50.8,19.8,30.1,30.2,49.1,20.1,30.9,31.7,50.8,19.8,30.1,30.2,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250812088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-12T00:00:00.000,2025 Report Week 32,GOLD,088691,CMX ,NYC,088 ,GOLD,446152,9324,49074,35951,259266,18152,182337,34050,28754,105778,24580,12200,392496,426076,53656,20076,446152,9324,49074,35951,259266,18152,182337,34050,28754,105778,24580,12200,392496,426076,53656,20076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3495,-12436,-6703,-923,-13737,2711,-3967,1733,9449,-112,1753,724,-4554,-4070,1059,575,100.0,2.1,11.0,8.1,58.1,4.1,40.9,7.6,6.4,23.7,5.5,2.7,88.0,95.5,12.0,4.5,100.0,2.1,11.0,8.1,58.1,4.1,40.9,7.6,6.4,23.7,5.5,2.7,88.0,95.5,12.0,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,12,17,19,27,29,106,20,44,92,30,26,270,154,318,12,17,19,27,29,106,20,44,92,30,26,270,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,30.4,31.5,51.3,19.8,29.6,30.1,49.3,20.3,30.4,31.5,51.3,19.8,29.6,30.1,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250805088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-05T00:00:00.000,2025 Report Week 31,GOLD,088691,CMX ,NYC,088 ,GOLD,449647,21760,55777,36874,273003,15441,186304,32317,19305,105890,22827,11476,397050,430146,52597,19501,449647,21760,55777,36874,273003,15441,186304,32317,19305,105890,22827,11476,397050,430146,52597,19501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,9466,-4687,-2275,22945,-12209,15386,-4345,-1117,-4433,1844,189,5007,2620,-619,1768,100.0,4.8,12.4,8.2,60.7,3.4,41.4,7.2,4.3,23.5,5.1,2.6,88.3,95.7,11.7,4.3,100.0,4.8,12.4,8.2,60.7,3.4,41.4,7.2,4.3,23.5,5.1,2.6,88.3,95.7,11.7,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,16,16,19,27,31,108,19,38,83,28,28,268,149,312,16,16,19,27,31,108,19,38,83,28,28,268,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250729088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-29T00:00:00.000,2025 Report Week 30,GOLD,088691,CMX ,NYC,088 ,GOLD,445259,12294,60464,39149,250058,27650,170918,36662,20422,110323,20983,11287,392043,427526,53216,17733,445259,12294,60464,39149,250058,27650,170918,36662,20422,110323,20983,11287,392043,427526,53216,17733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44164,1087,-2105,5850,-14216,-4570,-23835,1843,-4849,-6873,-3109,-10138,-43328,-37144,-836,-7020,100.0,2.8,13.6,8.8,56.2,6.2,38.4,8.2,4.6,24.8,4.7,2.5,88.0,96.0,12.0,4.0,100.0,2.8,13.6,8.8,56.2,6.2,38.4,8.2,4.6,24.8,4.7,2.5,88.0,96.0,12.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,14,17,23,23,33,96,21,41,85,25,28,260,150,300,14,17,23,23,33,96,21,41,85,25,28,260,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250722088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-22T00:00:00.000,2025 Report Week 29,GOLD,088691,CMX ,NYC,088 ,GOLD,489423,11207,62569,33299,264274,32220,194753,34819,25271,117196,24092,21425,435371,464670,54052,24753,489423,11207,62569,33299,264274,32220,194753,34819,25271,117196,24092,21425,435371,464670,54052,24753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40892,-3509,1117,-350,26673,4596,22096,-1111,2646,19626,2910,-1289,43816,35542,-2924,5350,100.0,2.3,12.8,6.8,54.0,6.6,39.8,7.1,5.2,23.9,4.9,4.4,89.0,94.9,11.0,5.1,100.0,2.3,12.8,6.8,54.0,6.6,39.8,7.1,5.2,23.9,4.9,4.4,89.0,94.9,11.0,5.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,14,19,18,29,33,113,20,42,90,38,34,283,170,337,14,19,18,29,33,113,20,42,90,38,34,283,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250715088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-15T00:00:00.000,2025 Report Week 28,GOLD,088691,CMX,NYC,088,GOLD,448531,14716,61452,33649,237601,27624,172657,35930,22625,97570,21182,22714,391555,429128,56976,19403,448531,14716,61452,33649,237601,27624,172657,35930,22625,97570,21182,22714,391555,429128,56976,19403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5387,1101,1025,-1710,10700,4723,7972,187,-13763,570,-1792,5809,4702,6889,685,-1502,100.0,3.3,13.7,7.5,53.0,6.2,38.5,8.0,5.0,21.8,4.7,5.1,87.3,95.7,12.7,4.3,100.0,3.3,13.7,7.5,53.0,6.2,38.5,8.0,5.0,21.8,4.7,5.1,87.3,95.7,12.7,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,15,15,17,25,29,98,22,47,91,27,27,265,152,305,15,15,17,25,29,98,22,47,91,27,27,265,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250708088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-08T00:00:00.000,2025 Report Week 27,GOLD,088691,CMX ,NYC,088 ,GOLD,443144,13615,60427,35359,226901,22901,164685,35743,36388,97000,22974,16905,386853,422239,56291,20905,443144,13615,60427,35359,226901,22901,164685,35743,36388,97000,22974,16905,386853,422239,56291,20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5482,1610,-991,-1901,2985,3346,-401,1017,-3532,3455,1049,-62,2515,3812,2967,1670,100.0,3.1,13.6,8.0,51.2,5.2,37.2,8.1,8.2,21.9,5.2,3.8,87.3,95.3,12.7,4.7,100.0,3.1,13.6,8.0,51.2,5.2,37.2,8.1,8.2,21.9,5.2,3.8,87.3,95.3,12.7,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,12,15,22,23,31,89,21,43,93,30,31,257,153,299,12,15,22,23,31,89,21,43,93,30,31,257,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
250701088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-01T00:00:00.000,2025 Report Week 26,GOLD,088691,CMX ,NYC,088 ,GOLD,437662,12005,61418,37260,223916,19555,165086,34726,39920,93545,21925,16967,384338,418427,53324,19235,437662,12005,61418,37260,223916,19555,165086,34726,39920,93545,21925,16967,384338,418427,53324,19235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,-314,-1316,-3323,3188,-866,1257,-3975,2967,1297,-447,3371,4389,2922,-1685,-218,100.0,2.7,14.0,8.5,51.2,4.5,37.7,7.9,9.1,21.4,5.0,3.9,87.8,95.6,12.2,4.4,100.0,2.7,14.0,8.5,51.2,4.5,37.7,7.9,9.1,21.4,5.0,3.9,87.8,95.6,12.2,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,12,15,23,23,28,91,23,44,92,28,29,252,157,303,12,15,23,23,28,91,23,44,92,28,29,252,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
