id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_long_all,traders_prod_merc_short_all,traders_swap_long_all,traders_swap_short_all,traders_swap_spread_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_long_old,traders_prod_merc_short_old,traders_swap_long_old,traders_swap_short_old,traders_swap_spread_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
160809088691F,GOLD - COMMODITY EXCHANGE INC.,2016-08-09T00:00:00.000,2016 Report Week 32,GOLD,088691,CMX,NYC,088,GOLD,575399,29067,165875,32598,208731,54586,281496,36244,23359,74975,33780,26661,522742,549236,52657,26163,575399,29067,165875,32598,208731,54586,281496,36244,23359,74975,33780,26661,522742,549236,52657,26163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6812,-30,-10096,-4534,-5554,6904,-7046,2431,1874,-2284,-4025,98,-5018,-8368,-1794,1556,100.0,5.1,28.8,5.7,36.3,9.5,48.9,6.3,4.1,13.0,5.9,4.6,90.8,95.5,9.2,4.5,100.0,5.1,28.8,5.7,36.3,9.5,48.9,6.3,4.1,13.0,5.9,4.6,90.8,95.5,9.2,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,26,32,12,21,22,109,25,34,90,65,53,297,197,371,26,32,12,21,22,109,25,34,90,65,53,297,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,39.7,34.2,53.9,23.4,35.8,32.0,48.5,24.1,39.7,34.2,53.9,23.4,35.8,32.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160802088691F,GOLD - COMMODITY EXCHANGE INC.,2016-08-02T00:00:00.000,2016 Report Week 31,GOLD,088691,CMX,NYC,088,GOLD,582211,29097,175971,37132,214285,47682,288542,33813,21485,77259,37805,26563,527760,557604,54451,24607,582211,29097,175971,37132,214285,47682,288542,33813,21485,77259,37805,26563,527760,557604,54451,24607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5886,-2351,9322,1557,4888,-2715,9765,2457,-5490,8610,690,-2112,7264,7040,-1378,-1154,100.0,5.0,30.2,6.4,36.8,8.2,49.6,5.8,3.7,13.3,6.5,4.6,90.6,95.8,9.4,4.2,100.0,5.0,30.2,6.4,36.8,8.2,49.6,5.8,3.7,13.3,6.5,4.6,90.6,95.8,9.4,4.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,24,34,11,19,20,118,16,29,93,66,55,300,192,375,24,34,11,19,20,118,16,29,93,66,55,300,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,39.0,34.2,53.8,22.9,35.6,32.5,49.1,23.8,39.0,34.2,53.8,22.9,35.6,32.5,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160726088691F,GOLD - COMMODITY EXCHANGE INC.,2016-07-26T00:00:00.000,2016 Report Week 30,GOLD,088691,CMX,NYC,088,GOLD,576325,31448,166649,35575,209397,50397,278777,31356,26975,68649,37115,28675,520496,550564,55829,25761,576325,31448,166649,35575,209397,50397,278777,31356,26975,68649,37115,28675,520496,550564,55829,25761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40744,-413,-1115,-2263,-8015,663,-8540,-3564,-18345,-10905,-8925,-1156,-40959,-40457,215,-287,100.0,5.5,28.9,6.2,36.3,8.7,48.4,5.4,4.7,11.9,6.4,5.0,90.3,95.5,9.7,4.5,100.0,5.5,28.9,6.2,36.3,8.7,48.4,5.4,4.7,11.9,6.4,5.0,90.3,95.5,9.7,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,25,35,13,17,25,101,20,37,84,59,61,289,200,351,25,35,13,17,25,101,20,37,84,59,61,289,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,37.5,35.2,53.4,23.9,33.8,33.3,47.7,24.3,37.5,35.2,53.4,23.9,33.8,33.3,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160719088691F,GOLD - COMMODITY EXCHANGE INC.,2016-07-19T00:00:00.000,2016 Report Week 29,GOLD,088691,CMX,NYC,088,GOLD,617069,31861,167764,37838,217412,49734,287317,34920,45320,79554,46040,29831,561455,591021,55614,26048,617069,31861,167764,37838,217412,49734,287317,34920,45320,79554,46040,29831,561455,591021,55614,26048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15951,-3349,-9229,-1380,-5475,904,-8789,-2057,-3621,-2421,2399,-356,-19012,-17435,3061,1484,100.0,5.2,27.2,6.1,35.2,8.1,46.6,5.7,7.3,12.9,7.5,4.8,91.0,95.8,9.0,4.2,100.0,5.2,27.2,6.1,35.2,8.1,46.6,5.7,7.3,12.9,7.5,4.8,91.0,95.8,9.0,4.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,25,33,14,17,23,105,28,34,92,67,64,309,206,381,25,33,14,17,23,105,28,34,92,67,64,309,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,34.2,34.8,51.6,22.4,30.2,30.7,45.9,23.5,34.2,34.8,51.6,22.4,30.2,30.7,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160712088691F,GOLD - COMMODITY EXCHANGE INC.,2016-07-12T00:00:00.000,2016 Report Week 28,GOLD,088691,CMX,NYC,088,GOLD,633020,35210,176993,39218,222887,48830,296106,36977,48941,81975,43641,30187,580467,608456,52553,24564,633020,35210,176993,39218,222887,48830,296106,36977,48941,81975,43641,30187,580467,608456,52553,24564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19951,5940,-1385,-4022,-11452,-2395,-3964,9983,-12812,-7545,-2992,3083,-21715,-17970,1764,-1981,100.0,5.6,28.0,6.2,35.2,7.7,46.8,5.8,7.7,12.9,6.9,4.8,91.7,96.1,8.3,3.9,100.0,5.6,28.0,6.2,35.2,7.7,46.8,5.8,7.7,12.9,6.9,4.8,91.7,96.1,8.3,3.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,28,38,12,18,22,105,30,39,97,63,62,314,214,388,28,38,12,18,22,105,30,39,97,63,62,314,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,34.1,35.8,51.1,23.0,29.8,31.5,45.7,23.6,34.1,35.8,51.1,23.0,29.8,31.5,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160705088691F,GOLD - COMMODITY EXCHANGE INC.,2016-07-05T00:00:00.000,2016 Report Week 27,GOLD,088691,CMX,NYC,088,GOLD,652971,29270,178378,43240,234339,51225,300070,26994,61753,89520,46633,27104,602182,626426,50789,26545,652971,29270,178378,43240,234339,51225,300070,26994,61753,89520,46633,27104,602182,626426,50789,26545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39179,-785,-1268,1432,15801,-4081,14175,2149,18677,2287,270,5816,37521,37364,1658,1815,100.0,4.5,27.3,6.6,35.9,7.8,46.0,4.1,9.5,13.7,7.1,4.2,92.2,95.9,7.8,4.1,100.0,4.5,27.3,6.6,35.9,7.8,46.0,4.1,9.5,13.7,7.1,4.2,92.2,95.9,7.8,4.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377,29,36,11,19,24,106,19,35,95,63,56,304,201,377,29,36,11,19,24,106,19,35,95,63,56,304,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,35.0,36.6,52.1,22.3,30.6,30.8,44.8,24.7,35.0,36.6,52.1,22.3,30.6,30.8,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160628088691F,GOLD - COMMODITY EXCHANGE INC.,2016-06-28T00:00:00.000,2016 Report Week 26,GOLD,088691,CMX,NYC,088,GOLD,613792,30055,179646,41808,218538,55306,285895,24845,43076,87233,46363,21288,564661,589062,49131,24730,613792,30055,179646,41808,218538,55306,285895,24845,43076,87233,46363,21288,564661,589062,49131,24730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42275,1768,2232,-730,12990,6349,10959,317,16135,3344,4795,2830,40655,45648,1620,-3373,100.0,4.9,29.3,6.8,35.6,9.0,46.6,4.0,7.0,14.2,7.6,3.5,92.0,96.0,8.0,4.0,100.0,4.9,29.3,6.8,35.6,9.0,46.6,4.0,7.0,14.2,7.6,3.5,92.0,96.0,8.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,27,41,13,18,24,102,17,35,88,72,50,289,206,372,27,41,13,18,24,102,17,35,88,72,50,289,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,36.7,35.0,53.3,21.9,31.4,30.5,45.9,23.0,36.7,35.0,53.3,21.9,31.4,30.5,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160621088691F,GOLD - COMMODITY EXCHANGE INC.,2016-06-21T00:00:00.000,2016 Report Week 25,GOLD,088691,CMX,NYC,088,GOLD,571517,28287,177414,42538,205548,48957,274936,24528,26941,83889,41568,18458,524006,543414,47511,28103,571517,28287,177414,42538,205548,48957,274936,24528,26941,83889,41568,18458,524006,543414,47511,28103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26160,1892,749,-2179,13024,6788,17436,-3732,4786,-6168,2133,1688,24243,25436,1917,724,100.0,4.9,31.0,7.4,36.0,8.6,48.1,4.3,4.7,14.7,7.3,3.2,91.7,95.1,8.3,4.9,100.0,4.9,31.0,7.4,36.0,8.6,48.1,4.3,4.7,14.7,7.3,3.2,91.7,95.1,8.3,4.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,23,40,11,18,23,100,22,31,87,64,42,273,194,357,23,40,11,18,23,100,22,31,87,64,42,273,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,37.0,33.1,53.6,19.9,32.0,29.2,46.9,20.8,37.0,33.1,53.6,19.9,32.0,29.2,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160614088691F,GOLD - COMMODITY EXCHANGE INC.,2016-06-14T00:00:00.000,2016 Report Week 24,GOLD,088691,CMX,NYC,088,GOLD,545357,26395,176665,44717,192524,42169,257500,28260,22155,90057,39435,16770,499763,517978,45594,27379,545357,26395,176665,44717,192524,42169,257500,28260,22155,90057,39435,16770,499763,517978,45594,27379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49027,259,29102,-1693,23849,1775,45439,-6435,-2784,6430,7061,577,50003,53145,-976,-4118,100.0,4.8,32.4,8.2,35.3,7.7,47.2,5.2,4.1,16.5,7.2,3.1,91.6,95.0,8.4,5.0,100.0,4.8,32.4,8.2,35.3,7.7,47.2,5.2,4.1,16.5,7.2,3.1,91.6,95.0,8.4,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,24,37,12,17,21,99,22,38,88,70,48,277,205,363,24,37,12,17,21,99,22,38,88,70,48,277,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,37.0,31.7,54.3,18.1,32.5,29.0,48.5,19.4,37.0,31.7,54.3,18.1,32.5,29.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160607088691F,GOLD - COMMODITY EXCHANGE INC.,2016-06-07T00:00:00.000,2016 Report Week 23,GOLD,088691,CMX,NYC,088,GOLD,496330,26136,147563,46410,168675,40394,212061,34695,24939,83627,32374,16193,449760,464833,46570,31497,496330,26136,147563,46410,168675,40394,212061,34695,24939,83627,32374,16193,449760,464833,46570,31497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-21091,5367,-1185,2011,1592,19901,-8854,3037,1198,-1531,-666,2786,956,-777,1053,100.0,5.3,29.7,9.4,34.0,8.1,42.7,7.0,5.0,16.8,6.5,3.3,90.6,93.7,9.4,6.3,100.0,5.3,29.7,9.4,34.0,8.1,42.7,7.0,5.0,16.8,6.5,3.3,90.6,93.7,9.4,6.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,23,39,12,16,19,90,26,34,74,62,42,252,193,339,23,39,12,16,19,90,26,34,74,62,42,252,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,35.9,32.8,52.7,18.9,30.7,29.3,46.1,21.1,35.9,32.8,52.7,18.9,30.7,29.3,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160531088691F,GOLD - COMMODITY EXCHANGE INC.,2016-05-31T00:00:00.000,2016 Report Week 22,GOLD,088691,CMX,NYC,088,GOLD,494321,47227,142196,47595,166664,38802,192160,43549,21902,82429,33905,16859,446974,463877,47347,30444,494321,47227,142196,47595,166664,38802,192160,43549,21902,82429,33905,16859,446974,463877,47347,30444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48637,-12330,-14239,265,-9001,-516,-13020,-5170,-8154,-3657,-2010,-5858,-43270,-44948,-5367,-3689,100.0,9.6,28.8,9.6,33.7,7.8,38.9,8.8,4.4,16.7,6.9,3.4,90.4,93.8,9.6,6.2,100.0,9.6,28.8,9.6,33.7,7.8,38.9,8.8,4.4,16.7,6.9,3.4,90.4,93.8,9.6,6.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,23,39,13,16,19,82,35,37,80,62,46,253,207,346,23,39,13,16,19,82,35,37,80,62,46,253,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,34.5,33.8,50.9,18.4,28.6,29.7,43.6,20.8,34.5,33.8,50.9,18.4,28.6,29.7,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160524088691F,GOLD - COMMODITY EXCHANGE INC.,2016-05-24T00:00:00.000,2016 Report Week 21,GOLD,088691,CMX,NYC,088,GOLD,542958,59557,156435,47330,175665,39318,205180,48719,30056,86086,35915,22717,490244,508825,52714,34133,542958,59557,156435,47330,175665,39318,205180,48719,30056,86086,35915,22717,490244,508825,52714,34133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52119,37926,-14207,-7107,-20004,-7091,-41879,14101,-23724,-7603,-3927,-2640,-52118,-57492,-1,5373,100.0,11.0,28.8,8.7,32.4,7.2,37.8,9.0,5.5,15.9,6.6,4.2,90.3,93.7,9.7,6.3,100.0,11.0,28.8,8.7,32.4,7.2,37.8,9.0,5.5,15.9,6.6,4.2,90.3,93.7,9.7,6.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,28,39,12,16,19,90,32,41,92,62,61,281,221,364,28,39,12,16,19,90,32,41,92,62,61,281,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,31.7,33.8,48.1,18.8,25.1,29.4,40.2,20.8,31.7,33.8,48.1,18.8,25.1,29.4,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160517088691F,GOLD - COMMODITY EXCHANGE INC.,2016-05-17T00:00:00.000,2016 Report Week 20,GOLD,088691,CMX,NYC,088,GOLD,595077,21631,170642,54437,195669,46409,247059,34618,53780,93689,39842,25357,542362,566317,52715,28760,595077,21631,170642,54437,195669,46409,247059,34618,53780,93689,39842,25357,542362,566317,52715,28760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15300,834,-8255,-288,14048,-1280,277,-973,10478,3220,3080,1054,14295,18152,1005,-2852,100.0,3.6,28.7,9.1,32.9,7.8,41.5,5.8,9.0,15.7,6.7,4.3,91.1,95.2,8.9,4.8,100.0,3.6,28.7,9.1,32.9,7.8,41.5,5.8,9.0,15.7,6.7,4.3,91.1,95.2,8.9,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,22,38,12,18,21,96,37,43,98,65,59,296,221,382,22,38,12,18,21,96,37,43,98,65,59,296,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,30.1,32.7,46.8,17.8,25.6,28.3,40.9,19.8,30.1,32.7,46.8,17.8,25.6,28.3,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160510088691F,GOLD - COMMODITY EXCHANGE INC.,2016-05-10T00:00:00.000,2016 Report Week 19,GOLD,088691,CMX,NYC,088,GOLD,579777,20797,178897,54725,181621,47689,246782,35591,43302,90469,36762,24303,528067,548165,51710,31612,579777,20797,178897,54725,181621,47689,246782,35591,43302,90469,36762,24303,528067,548165,51710,31612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14003,1538,-10330,240,2203,4789,-2060,5644,6276,835,-119,1898,13516,10361,487,3642,100.0,3.6,30.9,9.4,31.3,8.2,42.6,6.1,7.5,15.6,6.3,4.2,91.1,94.5,8.9,5.5,100.0,3.6,30.9,9.4,31.3,8.2,42.6,6.1,7.5,15.6,6.3,4.2,91.1,94.5,8.9,5.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373,20,36,12,18,20,96,37,39,94,63,58,286,215,373,20,36,12,18,20,96,37,39,94,63,58,286,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,30.9,31.5,47.4,17.5,26.3,28.3,41.3,19.6,30.9,31.5,47.4,17.5,26.3,28.3,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160503088691F,GOLD - COMMODITY EXCHANGE INC.,2016-05-03T00:00:00.000,2016 Report Week 18,GOLD,088691,CMX,NYC,088,GOLD,565774,19259,189227,54485,179418,42900,248842,29947,37026,89634,36881,22405,514551,537804,51223,27970,565774,19259,189227,54485,179418,42900,248842,29947,37026,89634,36881,22405,514551,537804,51223,27970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67890,507,23860,-632,30808,324,42366,-4479,11434,7937,3991,1761,63697,67699,4193,191,100.0,3.4,33.4,9.6,31.7,7.6,44.0,5.3,6.5,15.8,6.5,4.0,90.9,95.1,9.1,4.9,100.0,3.4,33.4,9.6,31.7,7.6,44.0,5.3,6.5,15.8,6.5,4.0,90.9,95.1,9.1,4.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,19,35,12,18,19,106,29,39,96,68,51,285,211,376,19,35,12,18,19,106,29,39,96,68,51,285,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,32.8,31.1,48.9,17.3,29.2,28.0,43.6,19.5,32.8,31.1,48.9,17.3,29.2,28.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
160426088691F,GOLD - COMMODITY EXCHANGE INC.,2016-04-26T00:00:00.000,2016 Report Week 17,GOLD,088691,CMX,NYC,088,GOLD,497884,18752,165367,55117,148610,42576,206476,34426,25592,81697,32890,20644,450854,470105,47030,27779,497884,18752,165367,55117,148610,42576,206476,34426,25592,81697,32890,20644,450854,470105,47030,27779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5447,-1317,-929,-1219,-1620,1238,-2185,-128,-916,-785,-6862,2912,-2272,-6305,-3175,858,100.0,3.8,33.2,11.1,29.8,8.6,41.5,6.9,5.1,16.4,6.6,4.1,90.6,94.4,9.4,5.6,100.0,3.8,33.2,11.1,29.8,8.6,41.5,6.9,5.1,16.4,6.6,4.1,90.6,94.4,9.4,5.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,17,35,12,17,18,85,37,37,87,59,49,256,201,345,17,35,12,17,18,85,37,37,87,59,49,256,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,32.3,33.6,47.3,18.9,28.3,30.0,41.7,21.6,32.3,33.6,47.3,18.9,28.3,30.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
